Policy ID,Age,Gender,Vehicle Type,Fuel Type,City Tier,NCB,Vehicle Age,IDV,Exposure,Claims,Claim Amount,Accident Type,Weather,Fraud Flag
NS-00506,51,Male,Two-Wheeler,Petrol,Tier 1,20,2,133000,1.0,0,,,,0
NS-00753,43,Female,Two-Wheeler,CNG,Tier 1,0,4,190000,1.0,0,,,,0
NS-01286,33,Male,Hatchback,Diesel,Tier 2,35,14,418000,1.0,0,,,,0
NS-02046,31,Male,Sedan,Petrol,Tier 3,0,1,1117000,1.0,0,,,,0
NS-01702,31,Female,Sedan,CNG,Tier 2,35,3,607000,1.0,0,,,,0
NS-01524,57,Female,Sedan,Petrol,Tier 2,20,3,849000,1.0,0,,,,0
NS-01045,36,Female,Two-Wheeler,Petrol,Tier 2,35,5,82000,1.0,0,,,,0
NS-00366,32,Female,SUV,Petrol,Tier 1,50,4,1236000,1.0,0,,,,0
NS-00979,35,Female,Hatchback,Diesel,Tier 1,0,1,400000,1.0,0,,,,0
NS-01961,24,Male,Hatchback,Diesel,Tier 3,20,0,680000,1.0,0,,,,0
NS-01869,56,Female,Two-Wheeler,Petrol,Tier 3,0,11,134000,1.0,0,,,,0
NS-00310,51,Male,Hatchback,Diesel,Tier 1,0,5,353000,1.0,0,,,,0
NS-02117,25,Male,Two-Wheeler,Diesel,Tier 3,0,14,87000,1.0,0,,,,0
NS-02036,36,Male,Hatchback,Petrol,Tier 3,0,10,386000,1.0,0,,,,0
NS-02365,65,Male,Hatchback,Petrol,Tier 3,0,5,665000,1.0,0,,,,0
NS-00584,46,Female,Sedan,Diesel,Tier 1,20,7,704000,1.0,0,,,,0
NS-00571,45,Male,Sedan,Diesel,Tier 1,25,6,742000,1.0,0,,,,0
NS-00772,65,Female,Sedan,Diesel,Tier 1,50,3,958000,1.0,0,,,,0
NS-02245,65,Male,Sedan,Diesel,Tier 3,20,14,607000,1.0,0,,,,0
NS-01839,49,Female,SUV,Petrol,Tier 3,20,10,1035000,1.0,0,,,,0
NS-00153,65,Female,Two-Wheeler,Electric,Tier 1,35,14,92000,1.0,0,,,,0
NS-02146,59,Male,SUV,Diesel,Tier 3,25,3,973000,1.0,0,,,,0
NS-01402,30,Female,Hatchback,Petrol,Tier 2,50,9,626000,1.0,0,,,,0
NS-01919,31,Male,Hatchback,Diesel,Tier 3,20,14,413000,1.0,0,,,,0
NS-01081,52,Male,Hatchback,Petrol,Tier 2,50,2,546000,1.0,1,26800.0,Collision,Rain,0
NS-00924,52,Female,Sedan,Diesel,Tier 1,25,1,1166000,1.0,1,41000.0,Collision,Clear,0
NS-01289,37,Female,Hatchback,Petrol,Tier 2,0,10,562000,1.0,0,,,,0
NS-00319,34,Female,Hatchback,CNG,Tier 1,0,14,531000,1.0,0,,,,0
NS-01808,37,Female,Hatchback,Petrol,Tier 3,25,8,387000,1.0,0,,,,0
NS-01761,26,Male,Hatchback,Petrol,Tier 2,0,9,692000,1.0,0,,,,0
NS-01038,27,Male,Two-Wheeler,Diesel,Tier 2,25,12,174000,1.0,0,,,,0
NS-01971,27,Male,Hatchback,Petrol,Tier 3,45,13,618000,1.0,0,,,,0
NS-01059,40,Male,Hatchback,Petrol,Tier 2,25,11,540000,1.0,0,,,,0
NS-01104,33,Female,SUV,Petrol,Tier 2,35,11,1406000,1.0,0,,,,0
NS-01079,57,Male,Sedan,CNG,Tier 2,35,12,1032000,1.0,0,,,,0
NS-02332,65,Male,Two-Wheeler,Petrol,Tier 3,45,9,168000,1.0,0,,,,0
NS-00344,39,Male,Hatchback,Petrol,Tier 1,0,15,547000,1.0,1,43400.0,Theft,Clear,0
NS-00889,30,Female,Sedan,Diesel,Tier 1,0,4,750000,1.0,0,,,,0
NS-01048,64,Male,Sedan,Petrol,Tier 2,35,10,1144000,1.0,0,,,,0
NS-00399,57,Female,Hatchback,Petrol,Tier 1,0,4,424000,1.0,1,40500.0,Collision,Rain,0
NS-00585,59,Female,Hatchback,Petrol,Tier 1,25,10,393000,1.0,0,,,,0
NS-00705,46,Male,Two-Wheeler,Petrol,Tier 1,25,5,69000,1.0,0,,,,0
NS-02011,52,Female,Hatchback,Diesel,Tier 3,0,5,534000,1.0,0,,,,0
NS-02034,63,Male,Hatchback,Petrol,Tier 3,0,12,477000,1.0,0,,,,0
NS-00293,55,Male,Hatchback,Petrol,Tier 1,35,1,645000,1.0,0,,,,0
NS-01812,41,Male,Two-Wheeler,Petrol,Tier 3,35,15,99000,1.0,0,,,,0
NS-01458,57,Male,Sedan,Diesel,Tier 2,45,0,1094000,1.0,0,,,,0
NS-01235,45,Male,SUV,Petrol,Tier 2,0,15,1374000,1.0,0,,,,0
NS-01382,23,Female,Sedan,Petrol,Tier 2,45,4,839000,1.0,0,,,,0
NS-00142,54,Female,Hatchback,CNG,Tier 1,20,10,487000,1.0,0,,,,0
NS-01201,36,Female,Sedan,Petrol,Tier 2,25,3,1033000,1.0,0,,,,0
NS-00003,35,Female,SUV,Petrol,Tier 1,25,10,2157000,1.0,0,,,,0
NS-01217,61,Male,Hatchback,Petrol,Tier 2,0,13,379000,1.0,0,,,,0
NS-00577,27,Female,Hatchback,Petrol,Tier 1,35,4,542000,1.0,0,,,,0
NS-01623,60,Female,Two-Wheeler,Petrol,Tier 2,20,2,85000,1.0,0,,,,0
NS-00340,53,Female,Sedan,Petrol,Tier 1,0,15,1191000,1.0,0,,,,0
NS-00359,23,Female,Hatchback,Petrol,Tier 1,20,7,414000,1.0,0,,,,0
NS-01576,56,Male,Sedan,Diesel,Tier 2,20,12,1097000,1.0,0,,,,0
NS-00926,26,Female,Hatchback,Diesel,Tier 1,0,6,465000,1.0,0,,,,0
NS-00266,23,Female,Two-Wheeler,Diesel,Tier 1,20,12,86000,1.0,0,,,,0
NS-00377,65,Female,Two-Wheeler,Petrol,Tier 1,20,9,135000,1.0,0,,,,0
NS-01527,63,Female,Sedan,Diesel,Tier 2,45,8,638000,1.0,0,,,,0
NS-01837,56,Male,Hatchback,Petrol,Tier 3,20,15,474000,1.0,0,,,,0
NS-00440,44,Male,Two-Wheeler,Petrol,Tier 1,25,15,158000,1.0,0,,,,0
NS-00272,48,Female,Two-Wheeler,Petrol,Tier 1,20,7,73000,1.0,0,,,,0
NS-02027,58,Female,Sedan,Petrol,Tier 3,20,15,725000,1.0,1,24000.0,Theft,Clear,1
NS-01463,30,Female,SUV,Electric,Tier 2,45,10,1213000,1.0,0,,,,0
NS-00245,43,Male,Hatchback,Petrol,Tier 1,20,1,507000,1.0,0,,,,0
NS-02000,39,Female,Sedan,Petrol,Tier 3,25,14,886000,1.0,0,,,,0
NS-01019,41,Male,Sedan,Petrol,Tier 2,25,2,1133000,1.0,0,,,,0
NS-02376,53,Male,Hatchback,Petrol,Tier 3,20,9,462000,1.0,0,,,,0
NS-01164,64,Female,Sedan,Petrol,Tier 2,0,0,1118000,1.0,0,,,,0
NS-00991,26,Female,Two-Wheeler,Petrol,Tier 1,0,4,183000,1.0,0,,,,0
NS-01863,55,Male,Hatchback,Petrol,Tier 3,45,3,370000,1.0,1,59000.0,Theft,Clear,0
NS-02262,43,Male,Sedan,Diesel,Tier 3,0,5,714000,1.0,0,,,,0
NS-00608,34,Female,SUV,Diesel,Tier 1,25,9,1928000,1.0,0,,,,0
NS-00416,38,Female,Hatchback,Diesel,Tier 1,45,13,686000,1.0,0,,,,0
NS-00274,34,Female,SUV,Petrol,Tier 1,25,4,2115000,1.0,0,,,,0
NS-02026,62,Female,Two-Wheeler,Petrol,Tier 3,35,11,184000,1.0,0,,,,0
NS-00781,63,Female,SUV,Petrol,Tier 1,0,0,2141000,1.0,1,100500.0,Collision,Clear,0
NS-01176,50,Female,Hatchback,CNG,Tier 2,20,11,696000,1.0,0,,,,0
NS-00251,62,Female,Hatchback,Diesel,Tier 1,0,3,619000,1.0,0,,,,0
NS-00414,56,Female,SUV,Diesel,Tier 1,35,10,2130000,1.0,0,,,,0
NS-02211,27,Female,Two-Wheeler,Diesel,Tier 3,0,15,181000,1.0,0,,,,0
NS-01828,53,Female,Hatchback,Petrol,Tier 3,20,14,355000,1.0,0,,,,0
NS-01547,55,Female,Two-Wheeler,Petrol,Tier 2,0,5,152000,1.0,0,,,,0
NS-00311,25,Male,Sedan,Petrol,Tier 1,45,0,911000,1.0,1,33600.0,Collision,Clear,0
NS-01693,30,Female,Hatchback,Petrol,Tier 2,45,5,570000,1.0,0,,,,0
NS-00894,59,Female,SUV,Petrol,Tier 1,0,3,1920000,1.0,0,,,,0
NS-01054,26,Female,Two-Wheeler,Electric,Tier 2,45,11,182000,1.0,1,36900.0,Natural Disaster,Fog,0
NS-00426,64,Female,SUV,CNG,Tier 1,0,3,964000,1.0,0,,,,0
NS-02328,27,Female,Hatchback,Petrol,Tier 3,45,15,483000,1.0,0,,,,0
NS-00016,53,Male,Sedan,Diesel,Tier 1,25,10,1042000,1.0,0,,,,0
NS-02167,52,Male,Sedan,Electric,Tier 3,0,4,803000,1.0,0,,,,0
NS-00722,44,Female,Sedan,Diesel,Tier 1,35,13,863000,1.0,0,,,,0
NS-01889,45,Female,Two-Wheeler,Diesel,Tier 3,0,10,164000,1.0,0,,,,0
NS-02104,44,Female,Two-Wheeler,Petrol,Tier 3,45,13,176000,1.0,0,,,,0
NS-00982,55,Male,Sedan,Diesel,Tier 1,50,3,653000,1.0,0,,,,0
NS-00349,42,Male,SUV,Diesel,Tier 1,50,9,1584000,1.0,1,30200.0,Collision,Rain,0
NS-01449,42,Female,Hatchback,Petrol,Tier 2,50,1,353000,1.0,0,,,,0
NS-01980,65,Female,Sedan,Petrol,Tier 3,0,11,975000,1.0,0,,,,0
NS-01274,29,Male,SUV,CNG,Tier 2,50,7,1115000,1.0,0,,,,0
NS-00527,35,Male,Hatchback,Diesel,Tier 1,20,14,535000,1.0,0,,,,0
NS-01796,59,Male,SUV,Petrol,Tier 2,0,9,1872000,1.0,0,,,,0
NS-00364,38,Female,Two-Wheeler,Petrol,Tier 1,25,4,96000,1.0,0,,,,0
NS-01262,31,Female,Hatchback,Petrol,Tier 2,20,1,353000,1.0,0,,,,0
NS-00183,36,Male,Sedan,Petrol,Tier 1,20,5,1157000,1.0,0,,,,0
NS-00986,41,Female,Hatchback,Petrol,Tier 1,0,15,469000,1.0,0,,,,0
NS-01747,64,Female,Two-Wheeler,Diesel,Tier 2,35,11,92000,1.0,0,,,,0
NS-00171,22,Female,Hatchback,Petrol,Tier 1,0,3,371000,1.0,0,,,,0
NS-01113,59,Female,Hatchback,Diesel,Tier 2,0,13,552000,1.0,0,,,,0
NS-01055,37,Male,Hatchback,CNG,Tier 2,0,6,509000,1.0,0,,,,0
NS-01076,32,Male,SUV,Petrol,Tier 2,20,13,2143000,1.0,0,,,,0
NS-00813,40,Female,SUV,Diesel,Tier 1,25,15,994000,1.0,0,,,,0
NS-00188,22,Female,Hatchback,Petrol,Tier 1,45,6,552000,1.0,0,,,,0
NS-00620,64,Female,Sedan,Petrol,Tier 1,20,3,696000,1.0,0,,,,0
NS-02056,39,Female,Sedan,Diesel,Tier 3,0,2,1144000,1.0,0,,,,0
NS-00152,39,Female,SUV,Petrol,Tier 1,0,7,2140000,1.0,0,,,,0
NS-00159,42,Female,Hatchback,Diesel,Tier 1,0,1,428000,1.0,1,38300.0,Collision,Fog,0
NS-01667,25,Male,Two-Wheeler,Petrol,Tier 2,0,6,60000,1.0,0,,,,0
NS-00273,42,Female,Two-Wheeler,Petrol,Tier 1,50,4,169000,1.0,0,,,,0
NS-00615,58,Male,SUV,Petrol,Tier 1,45,8,1674000,1.0,0,,,,0
NS-00490,26,Male,Hatchback,Petrol,Tier 1,0,0,400000,1.0,0,,,,0
NS-01963,48,Female,Hatchback,Diesel,Tier 3,0,10,586000,1.0,0,,,,0
NS-01592,25,Female,Two-Wheeler,Petrol,Tier 2,25,8,139000,1.0,0,,,,0
NS-00995,55,Female,Hatchback,Electric,Tier 1,25,8,397000,1.0,0,,,,0
NS-01851,58,Male,Two-Wheeler,Petrol,Tier 3,0,13,170000,1.0,0,,,,0
NS-00372,41,Male,SUV,Petrol,Tier 1,25,0,1938000,1.0,0,,,,0
NS-01209,26,Male,Hatchback,Diesel,Tier 2,0,1,689000,1.0,0,,,,0
NS-00223,39,Male,Sedan,Petrol,Tier 1,0,15,972000,1.0,0,,,,0
NS-00594,60,Female,Two-Wheeler,Petrol,Tier 1,0,14,161000,1.0,0,,,,0
NS-00477,33,Male,Hatchback,Diesel,Tier 1,0,7,573000,1.0,0,,,,0
NS-01946,48,Male,Sedan,CNG,Tier 3,45,2,1180000,1.0,0,,,,0
NS-01673,32,Female,Hatchback,Petrol,Tier 2,0,12,480000,1.0,0,,,,0
NS-00498,58,Male,SUV,Petrol,Tier 1,0,8,1231000,1.0,0,,,,0
NS-00840,39,Female,SUV,Petrol,Tier 1,20,4,1061000,1.0,0,,,,0
NS-00688,22,Male,Sedan,Diesel,Tier 1,25,14,1088000,1.0,0,,,,0
NS-01498,51,Male,Hatchback,Diesel,Tier 2,0,4,639000,1.0,0,,,,0
NS-00137,40,Male,Hatchback,Petrol,Tier 1,0,4,625000,1.0,0,,,,0
NS-00629,42,Female,Two-Wheeler,Petrol,Tier 1,0,5,139000,1.0,0,,,,0
NS-00335,55,Male,Sedan,Petrol,Tier 1,25,8,1112000,1.0,0,,,,0
NS-01339,54,Female,SUV,Petrol,Tier 2,45,10,1331000,1.0,0,,,,0
NS-01990,38,Female,Hatchback,Electric,Tier 3,0,3,541000,1.0,0,,,,0
NS-01091,47,Female,Hatchback,Diesel,Tier 2,20,10,436000,1.0,0,,,,0
NS-01620,24,Male,Two-Wheeler,Petrol,Tier 2,0,12,64000,1.0,0,,,,0
NS-00711,23,Male,SUV,Petrol,Tier 1,0,5,1753000,1.0,0,,,,0
NS-01316,58,Female,Two-Wheeler,CNG,Tier 2,0,0,135000,1.0,0,,,,0
NS-02263,53,Female,Hatchback,Petrol,Tier 3,0,6,575000,1.0,0,,,,0
NS-02207,22,Male,SUV,Diesel,Tier 3,35,9,1269000,1.0,0,,,,0
NS-00466,59,Male,Two-Wheeler,Petrol,Tier 1,35,1,126000,1.0,0,,,,0
NS-01230,64,Female,Hatchback,CNG,Tier 2,20,0,434000,1.0,0,,,,0
NS-02374,26,Male,Sedan,Electric,Tier 3,45,4,1144000,1.0,0,,,,0
NS-02306,58,Male,Hatchback,Petrol,Tier 3,35,10,685000,1.0,0,,,,0
NS-01256,40,Male,Two-Wheeler,Diesel,Tier 2,50,5,159000,1.0,0,,,,0
NS-01818,45,Female,SUV,Petrol,Tier 3,0,7,1050000,1.0,0,,,,0
NS-01335,44,Male,Sedan,Petrol,Tier 2,20,7,888000,1.0,0,,,,0
NS-01954,23,Male,Hatchback,CNG,Tier 3,45,2,631000,1.0,0,,,,0
NS-02323,32,Female,Sedan,Petrol,Tier 3,35,12,864000,1.0,0,,,,0
NS-02281,58,Male,Hatchback,Petrol,Tier 3,45,10,522000,1.0,0,,,,0
NS-01968,45,Male,Hatchback,Diesel,Tier 3,50,0,664000,1.0,0,,,,0
NS-00817,61,Male,SUV,Petrol,Tier 1,45,10,1833000,1.0,0,,,,0
NS-00275,35,Female,Hatchback,Petrol,Tier 1,35,13,561000,1.0,0,,,,0
NS-01538,45,Female,Sedan,Petrol,Tier 2,35,14,1046000,1.0,0,,,,0
NS-00866,36,Male,Hatchback,Petrol,Tier 1,25,4,535000,1.0,0,,,,0
NS-00102,26,Male,Hatchback,Petrol,Tier 1,25,9,470000,1.0,0,,,,0
NS-01396,28,Female,Hatchback,Diesel,Tier 2,25,13,494000,1.0,0,,,,0
NS-00108,62,Female,Two-Wheeler,Petrol,Tier 1,0,2,197000,1.0,0,,,,0
NS-02389,58,Male,SUV,CNG,Tier 3,25,0,1738000,1.0,0,,,,0
NS-01232,33,Male,Two-Wheeler,Diesel,Tier 2,0,13,159000,1.0,1,22600.0,Collision,Rain,0
NS-02216,28,Female,Sedan,Petrol,Tier 3,45,3,868000,1.0,0,,,,0
NS-01845,60,Female,SUV,Petrol,Tier 3,0,8,1787000,1.0,0,,,,0
NS-01552,34,Female,SUV,Petrol,Tier 2,0,13,2077000,1.0,0,,,,0
NS-01105,43,Male,Hatchback,CNG,Tier 2,25,12,688000,1.0,0,,,,0
NS-01358,34,Female,Two-Wheeler,Diesel,Tier 2,45,10,158000,1.0,0,,,,0
NS-00713,44,Male,Hatchback,CNG,Tier 1,20,12,581000,1.0,0,,,,0
NS-00073,59,Male,Sedan,Petrol,Tier 1,45,9,1007000,1.0,0,,,,0
NS-01633,25,Male,Sedan,Petrol,Tier 2,0,14,683000,1.0,0,,,,0
NS-02310,31,Male,SUV,Electric,Tier 3,20,5,1645000,1.0,0,,,,0
NS-00482,30,Female,Hatchback,Petrol,Tier 1,20,11,615000,1.0,0,,,,0
NS-01503,37,Male,Hatchback,CNG,Tier 2,20,6,543000,1.0,0,,,,0
NS-01284,28,Male,Sedan,Petrol,Tier 2,0,14,974000,1.0,0,,,,0
NS-01841,29,Female,Sedan,Petrol,Tier 3,25,0,766000,1.0,0,,,,0
NS-01299,56,Female,Hatchback,CNG,Tier 2,45,5,390000,1.0,0,,,,0
NS-00406,62,Male,Two-Wheeler,Petrol,Tier 1,25,10,108000,1.0,0,,,,0
NS-00758,47,Female,Hatchback,CNG,Tier 1,0,14,665000,1.0,0,,,,0
NS-01233,53,Female,Sedan,Diesel,Tier 2,35,14,1029000,1.0,0,,,,0
NS-01750,40,Male,Hatchback,CNG,Tier 2,20,8,525000,1.0,0,,,,0
NS-01180,37,Male,Sedan,Petrol,Tier 2,45,0,792000,1.0,0,,,,0
NS-01603,47,Female,Sedan,Petrol,Tier 2,0,4,1066000,1.0,0,,,,0
NS-00744,24,Male,Sedan,Petrol,Tier 1,25,5,649000,1.0,1,15700.0,Collision,Storm,0
NS-00807,36,Male,SUV,Petrol,Tier 1,25,1,1100000,1.0,0,,,,0
NS-02217,22,Female,SUV,Petrol,Tier 3,45,8,1576000,1.0,0,,,,0
NS-01722,63,Male,Two-Wheeler,CNG,Tier 2,20,6,183000,1.0,0,,,,0
NS-01492,26,Male,Hatchback,Petrol,Tier 2,35,13,592000,1.0,0,,,,0
NS-00149,34,Female,Two-Wheeler,Diesel,Tier 1,0,11,68000,1.0,1,15900.0,Third-Party Liability,Clear,0
NS-01115,40,Female,Sedan,Diesel,Tier 2,20,4,802000,1.0,0,,,,0
NS-01300,33,Male,Sedan,Petrol,Tier 2,20,3,1097000,1.0,0,,,,0
NS-00693,41,Male,Hatchback,Petrol,Tier 1,0,8,451000,1.0,0,,,,0
NS-00819,42,Female,Sedan,Petrol,Tier 1,0,7,933000,1.0,0,,,,0
NS-01591,64,Female,Two-Wheeler,CNG,Tier 2,35,8,85000,1.0,0,,,,0
NS-01304,33,Male,Hatchback,Petrol,Tier 2,20,8,490000,1.0,0,,,,0
NS-01551,48,Male,Hatchback,Diesel,Tier 2,50,2,418000,1.0,0,,,,0
NS-00702,27,Male,Sedan,Petrol,Tier 1,0,3,637000,1.0,1,34900.0,Third-Party Liability,Storm,0
NS-02125,21,Female,Sedan,Petrol,Tier 3,20,8,1118000,1.0,1,27300.0,Natural Disaster,Fog,0
NS-00922,43,Male,Hatchback,Electric,Tier 1,50,7,653000,1.0,0,,,,0
NS-00906,40,Male,SUV,Petrol,Tier 1,25,5,1367000,1.0,0,,,,0
NS-01879,51,Female,Sedan,Petrol,Tier 3,0,4,790000,1.0,0,,,,0
NS-01377,40,Female,Sedan,Petrol,Tier 2,0,1,845000,1.0,0,,,,0
NS-01940,24,Female,Two-Wheeler,Electric,Tier 3,35,2,105000,1.0,0,,,,0
NS-01114,64,Male,Sedan,Petrol,Tier 2,20,1,905000,1.0,0,,,,0
NS-00168,45,Female,Hatchback,CNG,Tier 1,45,2,509000,1.0,0,,,,0
NS-00731,65,Male,SUV,Petrol,Tier 1,20,0,1538000,1.0,0,,,,0
NS-01832,27,Male,Two-Wheeler,Diesel,Tier 3,45,15,116000,1.0,0,,,,0
NS-00027,28,Male,SUV,Petrol,Tier 1,0,14,1965000,1.0,0,,,,0
NS-01776,26,Male,Sedan,Diesel,Tier 2,0,6,994000,1.0,0,,,,0
NS-01380,40,Male,SUV,Petrol,Tier 2,35,11,1206000,1.0,0,,,,0
NS-00998,33,Male,Two-Wheeler,Petrol,Tier 1,0,2,189000,1.0,0,,,,0
NS-01041,24,Male,Sedan,Diesel,Tier 2,25,1,1000000,1.0,0,,,,0
NS-01466,47,Male,Sedan,Electric,Tier 2,35,3,923000,1.0,0,,,,0
NS-01135,43,Female,Two-Wheeler,Diesel,Tier 2,20,1,103000,1.0,0,,,,0
NS-01914,29,Female,Hatchback,Diesel,Tier 3,0,15,513000,1.0,0,,,,0
NS-00042,44,Male,Sedan,Petrol,Tier 1,25,12,1177000,1.0,0,,,,0
NS-01126,49,Female,Two-Wheeler,Petrol,Tier 2,0,8,104000,1.0,0,,,,0
NS-01542,41,Female,Sedan,Petrol,Tier 2,45,14,1016000,1.0,0,,,,0
NS-01246,64,Female,Hatchback,Diesel,Tier 2,0,13,483000,1.0,0,,,,0
NS-01136,61,Female,Two-Wheeler,Diesel,Tier 2,20,11,177000,1.0,0,,,,0
NS-00610,54,Female,Hatchback,Diesel,Tier 1,35,9,469000,1.0,0,,,,0
NS-01821,42,Female,Hatchback,Petrol,Tier 3,50,10,449000,1.0,1,15200.0,Collision,Clear,0
NS-01991,39,Female,SUV,Diesel,Tier 3,0,9,951000,1.0,0,,,,0
NS-01223,35,Female,SUV,Diesel,Tier 2,25,7,982000,1.0,0,,,,0
NS-01430,27,Male,Hatchback,Petrol,Tier 2,25,3,533000,1.0,0,,,,0
NS-00494,38,Female,SUV,Electric,Tier 1,0,9,1424000,1.0,0,,,,0
NS-00237,32,Male,Sedan,Petrol,Tier 1,0,5,829000,1.0,0,,,,0
NS-00552,55,Male,Sedan,Diesel,Tier 1,25,0,754000,1.0,0,,,,0
NS-00521,27,Female,Hatchback,Petrol,Tier 1,0,12,395000,1.0,1,16700.0,Theft,Clear,0
NS-02109,55,Male,Sedan,Petrol,Tier 3,35,4,696000,1.0,0,,,,0
NS-00721,54,Female,Hatchback,Petrol,Tier 1,0,9,551000,1.0,1,39700.0,Collision,Clear,0
NS-01733,44,Male,Hatchback,Petrol,Tier 2,25,2,586000,1.0,0,,,,0
NS-02122,49,Female,SUV,Diesel,Tier 3,35,6,1321000,1.0,0,,,,0
NS-00059,38,Male,Sedan,CNG,Tier 1,25,1,605000,1.0,0,,,,0
NS-00632,37,Female,Hatchback,Petrol,Tier 1,0,2,489000,1.0,0,,,,0
NS-01670,56,Male,Two-Wheeler,Electric,Tier 2,35,12,114000,1.0,0,,,,0
NS-00593,43,Female,Hatchback,CNG,Tier 1,25,10,367000,1.0,0,,,,0
NS-02090,57,Female,Sedan,Petrol,Tier 3,25,8,735000,1.0,0,,,,0
NS-00940,35,Female,Sedan,Petrol,Tier 1,25,6,840000,1.0,0,,,,0
NS-02233,58,Female,SUV,Petrol,Tier 3,25,12,1257000,1.0,0,,,,0
NS-00905,42,Male,Two-Wheeler,Petrol,Tier 1,20,8,74000,1.0,0,,,,0
NS-01770,50,Female,SUV,Diesel,Tier 2,35,3,2062000,1.0,0,,,,0
NS-02305,30,Female,SUV,CNG,Tier 3,20,12,1602000,1.0,0,,,,0
NS-01741,29,Male,SUV,Petrol,Tier 2,25,12,1797000,1.0,0,,,,0
NS-01287,27,Female,Hatchback,Petrol,Tier 2,25,12,580000,1.0,0,,,,0
NS-01737,23,Female,Hatchback,Petrol,Tier 2,35,3,428000,1.0,0,,,,0
NS-00707,32,Female,Two-Wheeler,Petrol,Tier 1,25,2,150000,1.0,0,,,,0
NS-01023,51,Female,Hatchback,Diesel,Tier 2,35,15,466000,1.0,0,,,,0
NS-00746,64,Female,Two-Wheeler,Diesel,Tier 1,0,3,117000,1.0,0,,,,0
NS-01660,55,Male,Two-Wheeler,Petrol,Tier 2,20,9,65000,1.0,0,,,,0
NS-01291,57,Male,Sedan,Petrol,Tier 2,35,10,879000,1.0,0,,,,0
NS-00514,54,Male,SUV,Petrol,Tier 1,50,7,1704000,1.0,0,,,,0
NS-00082,28,Female,Two-Wheeler,Diesel,Tier 1,0,7,104000,1.0,0,,,,0
NS-02129,36,Male,Sedan,Petrol,Tier 3,0,1,1068000,1.0,0,,,,0
NS-00915,26,Male,Sedan,Petrol,Tier 1,20,8,1068000,1.0,0,,,,0
NS-02210,34,Male,Sedan,Petrol,Tier 3,35,1,1023000,1.0,0,,,,0
NS-02180,29,Male,SUV,Petrol,Tier 3,25,1,1954000,1.0,0,,,,0
NS-00151,59,Female,Two-Wheeler,CNG,Tier 1,20,7,158000,1.0,0,,,,0
NS-00775,31,Male,SUV,Petrol,Tier 1,45,2,2146000,1.0,0,,,,0
NS-00330,33,Male,Hatchback,CNG,Tier 1,20,10,444000,1.0,0,,,,0
NS-00007,41,Female,Two-Wheeler,Petrol,Tier 1,20,15,194000,1.0,0,,,,0
NS-00944,35,Male,Hatchback,Diesel,Tier 1,50,11,689000,1.0,0,,,,0
NS-01445,61,Female,SUV,Petrol,Tier 2,35,15,1813000,1.0,0,,,,0
NS-01876,48,Female,Sedan,Petrol,Tier 3,20,10,1020000,1.0,0,,,,0
NS-00910,51,Male,Two-Wheeler,Diesel,Tier 1,0,13,182000,1.0,0,,,,0
NS-00469,48,Male,Sedan,Diesel,Tier 1,45,10,952000,1.0,0,,,,0
NS-00182,50,Female,Sedan,Petrol,Tier 1,0,3,708000,1.0,0,,,,0
NS-00165,62,Male,Two-Wheeler,Petrol,Tier 1,45,7,105000,1.0,0,,,,0
NS-00452,46,Female,Sedan,Petrol,Tier 1,20,6,834000,1.0,0,,,,0
NS-00491,29,Male,Sedan,Petrol,Tier 1,0,6,788000,1.0,0,,,,0
NS-01265,44,Female,Two-Wheeler,Diesel,Tier 2,25,1,172000,1.0,0,,,,0
NS-01144,64,Female,Sedan,CNG,Tier 2,35,0,1133000,1.0,0,,,,0
NS-01534,27,Male,Sedan,Electric,Tier 2,20,5,1100000,1.0,0,,,,0
NS-01112,38,Female,Sedan,Diesel,Tier 2,0,3,1119000,1.0,0,,,,0
NS-02045,23,Male,Hatchback,Petrol,Tier 3,50,2,471000,1.0,0,,,,0
NS-01773,22,Male,Hatchback,Petrol,Tier 2,45,7,607000,1.0,0,,,,0
NS-01745,53,Male,Sedan,Diesel,Tier 2,0,11,1169000,1.0,0,,,,0
NS-01718,25,Male,Sedan,Petrol,Tier 2,25,15,611000,1.0,0,,,,0
NS-01567,42,Male,Sedan,Petrol,Tier 2,20,5,852000,1.0,0,,,,0
NS-02375,50,Female,Two-Wheeler,Diesel,Tier 3,20,9,183000,1.0,0,,,,0
NS-00328,44,Male,Sedan,Diesel,Tier 1,0,1,615000,1.0,0,,,,0
NS-00443,37,Female,Hatchback,Petrol,Tier 1,0,12,545000,1.0,0,,,,0
NS-01443,58,Female,Sedan,Petrol,Tier 2,0,3,702000,1.0,0,,,,0
NS-01252,43,Male,Two-Wheeler,Petrol,Tier 2,20,6,100000,1.0,0,,,,0
NS-00833,56,Female,Sedan,Petrol,Tier 1,35,11,857000,1.0,0,,,,0
NS-01725,24,Male,Sedan,Petrol,Tier 2,35,1,954000,1.0,0,,,,0
NS-01229,36,Male,Two-Wheeler,Petrol,Tier 2,25,8,83000,1.0,0,,,,0
NS-00087,34,Male,Sedan,Petrol,Tier 1,0,4,848000,1.0,1,33900.0,Collision,Rain,0
NS-02345,41,Male,Hatchback,Diesel,Tier 3,25,15,653000,1.0,0,,,,0
NS-00778,51,Female,SUV,Petrol,Tier 1,35,10,1912000,1.0,0,,,,0
NS-02271,60,Male,Hatchback,Petrol,Tier 3,25,8,624000,1.0,0,,,,0
